type;brand;brand_cyrillic;model;model_cyrillic;generation;body;modification;year_from;year_to;popular
TRUCK;АМУР;;5312;;;;;;;0
TRUCK;БЕЛАЗ;белаз;7540;;;;;;;0
TRUCK;БЗКТ;;6306;;;;;;;0
TRUCK;БЗКТ;;6909;;;;;;;0
TRUCK;БЗКТ;;6910;;;;;;;0
TRUCK;БЗКТ;;8026;;;;;;;0
TRUCK;БЗКТ;;8027;;;;;;;0
TRUCK;БЗКТ;;8029;;;;;;;0
TRUCK;БЗКТ;;8973;;;;;;;0
TRUCK;Вездеходы ГВА;;38481;;;;;;;0
TRUCK;ГАЗ;газ;2784;;;;;;;1
TRUCK;ГАЗ;газ;3306;;;;;;;1
TRUCK;ГАЗ;газ;3307;;;;;;;1
TRUCK;ГАЗ;газ;3308;;;;;;;1
TRUCK;ГАЗ;газ;3309;;;;;;;1
TRUCK;ГАЗ;газ;3325 Егерь II;3325 Егерь 2;;;;;;1
TRUCK;ГАЗ;газ;3937 Водник;3937 Водник;;;;;;1
TRUCK;ГАЗ;газ;4301;;;;;;;1
TRUCK;ГАЗ;газ;4741;;;;;;;1
TRUCK;ГАЗ;газ;51;;;;;;;1
TRUCK;ГАЗ;газ;52;;;;;;;1
TRUCK;ГАЗ;газ;53;;;;;;;1
TRUCK;ГАЗ;газ;59037;;;;;;;1
TRUCK;ГАЗ;газ;62;;;;;;;1
TRUCK;ГАЗ;газ;63;;;;;;;1
TRUCK;ГАЗ;газ;66;;;;;;;1
TRUCK;ГАЗ;газ;АА;;;;;;;1
TRUCK;ГАЗ;газ;Валдай;;;;;;;1
TRUCK;ГАЗ;газ;Валдай Next;;;;;;;1
TRUCK;ГАЗ;газ;ГАЗель Next 4.6;ГАЗель Некст 4.6;;;;;;1
TRUCK;ГАЗ;газ;ГАЗон Next;ГАЗон Некст;;;;;;1
TRUCK;ГАЗ;газ;ГАЗон Next 10.0;ГАЗон Некст 10.0;;;;;;1
TRUCK;ГАЗ;газ;ММ;ММ;;;;;;1
TRUCK;ГАЗ;газ;Садко Next;Садко Некст;;;;;;1
TRUCK;ГАЗ-САЗ;газ-саз;2507;;;;;;;0
TRUCK;ГАЗ-САЗ;газ-саз;3507;3507;;;;;;0
TRUCK;ГК МЗСА;;7746;;;;;;;0
TRUCK;ГК МЗСА;;7886;;;;;;;0
TRUCK;ГК МЗСА;;Локомобиль МАРТ;;;;;;;0
TRUCK;ЗИЛ;зил;130;;;;;;;0
TRUCK;ЗИЛ;зил;131;;;;;;;0
TRUCK;ЗИЛ;зил;133;;;;;;;0
TRUCK;ЗИЛ;зил;157;;;;;;;0
TRUCK;ЗИЛ;зил;164;;;;;;;0
TRUCK;ЗИЛ;зил;4314;;;;;;;0
TRUCK;ЗИЛ;зил;4315;;;;;;;0
TRUCK;ЗИЛ;зил;4316;;;;;;;0
TRUCK;ЗИЛ;зил;4327;;;;;;;0
TRUCK;ЗИЛ;зил;4329;;;;;;;0
TRUCK;ЗИЛ;зил;4331;;;;;;;0
TRUCK;ЗИЛ;зил;4333;;;;;;;0
TRUCK;ЗИЛ;зил;4334;;;;;;;0
TRUCK;ЗИЛ;зил;4336;;;;;;;0
TRUCK;ЗИЛ;зил;4502 ММЗ;;;;;;;0
TRUCK;ЗИЛ;зил;4505;;;;;;;0
TRUCK;ЗИЛ;зил;4506;;;;;;;0
TRUCK;ЗИЛ;зил;4508;;;;;;;0
TRUCK;ЗИЛ;зил;4514;;;;;;;0
TRUCK;ЗИЛ;зил;4945;;;;;;;0
TRUCK;ЗИЛ;зил;4972;;;;;;;0
TRUCK;ЗИЛ;зил;"5301 ""Бычок""";;;;;;;0
TRUCK;ЗИЛ;зил;5302;;;;;;;0
TRUCK;ЗИЛ;зил;5343;;;;;;;0
TRUCK;ЗИЛ;зил;550 ММЗ;;;;;;;0
TRUCK;ЗИЛ;зил;554;;;;;;;0
TRUCK;ЗИЛ;зил;6309;;;;;;;0
TRUCK;ЗИЛ;зил;АТЦ 100;;;;;;;0
TRUCK;ЗИС;зис;ЗИС-5;ЗИС-5;;;;;;0
TRUCK;КАЗ;;4540;;;;;;;0
TRUCK;КАЗ;;608;;;;;;;0
TRUCK;КамАЗ;KAMAZ;4308;4308;;;;;;0
TRUCK;КамАЗ;KAMAZ;4310;4310;;;;;;0
TRUCK;КамАЗ;KAMAZ;43114;43114;;;;;;0
TRUCK;КамАЗ;KAMAZ;43118;43118;;;;;;0
TRUCK;КамАЗ;KAMAZ;43253;;;;;;;0
TRUCK;КамАЗ;KAMAZ;43255;;;;;;;0
TRUCK;КамАЗ;KAMAZ;4326;4326;;;;;;0
TRUCK;КамАЗ;KAMAZ;4350;4350;;;;;;0
TRUCK;КамАЗ;KAMAZ;45141;;;;;;;0
TRUCK;КамАЗ;KAMAZ;45142;;;;;;;0
TRUCK;КамАЗ;KAMAZ;45143;;;;;;;0
TRUCK;КамАЗ;KAMAZ;45144;45144;;;;;;0
TRUCK;КамАЗ;KAMAZ;4528;;;;;;;0
TRUCK;КамАЗ;KAMAZ;4911;4911;;;;;;0
TRUCK;КамАЗ;KAMAZ;5308;5308;;;;;;0
TRUCK;КамАЗ;KAMAZ;5320;5320;;;;;;0
TRUCK;КамАЗ;KAMAZ;5321;5321;;;;;;0
TRUCK;КамАЗ;KAMAZ;53215;;;;;;;0
TRUCK;КамАЗ;KAMAZ;53228;53228;;;;;;0
TRUCK;КамАЗ;KAMAZ;53229;;;;;;;0
TRUCK;КамАЗ;KAMAZ;5325;;;;;;;0
TRUCK;КамАЗ;KAMAZ;5350;5350;;;;;;0
TRUCK;КамАЗ;KAMAZ;53605;53605;;;;;;0
TRUCK;КамАЗ;KAMAZ;5410;;;;;;;0
TRUCK;КамАЗ;KAMAZ;55102;55102;;;;;;0
TRUCK;КамАЗ;KAMAZ;5511;5511;;;;;;0
TRUCK;КамАЗ;KAMAZ;6350;6350;;;;;;0
TRUCK;КамАЗ;KAMAZ;63501;;;;;;;0
TRUCK;КамАЗ;KAMAZ;6360;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65111;65111;;;;;;0
TRUCK;КамАЗ;KAMAZ;65115;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65116;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65117;;;;;;;0
TRUCK;КамАЗ;KAMAZ;6520;6520;;;;;;0
TRUCK;КамАЗ;KAMAZ;65201;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65207;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65208;;;;;;;0
TRUCK;КамАЗ;KAMAZ;6522;6522;;;;;;0
TRUCK;КамАЗ;KAMAZ;65222;65222;;;;;;0
TRUCK;КамАЗ;KAMAZ;65224;;;;;;;0
TRUCK;КамАЗ;KAMAZ;6540;6540;;;;;;0
TRUCK;КамАЗ;KAMAZ;6560;6560;;;;;;0
TRUCK;КамАЗ;KAMAZ;6580;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65801;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65802;;;;;;;0
TRUCK;КамАЗ;KAMAZ;65808;;;;;;;0
TRUCK;КрАЗ;;250;;;;;;;0
TRUCK;КрАЗ;;255;;;;;;;0
TRUCK;КрАЗ;;256;;;;;;;0
TRUCK;КрАЗ;;257;;;;;;;0
TRUCK;КрАЗ;;260;;;;;;;0
TRUCK;КрАЗ;;5133;;;;;;;0
TRUCK;КрАЗ;;61xx;;;;;;;0
TRUCK;КрАЗ;;6230;;;;;;;0
TRUCK;КрАЗ;;6322;;;;;;;0
TRUCK;КрАЗ;;6437;;;;;;;0
TRUCK;КрАЗ;;6503;;;;;;;0
TRUCK;КрАЗ;;6505;;;;;;;0
TRUCK;КрАЗ;;6510;;;;;;;0
TRUCK;КрАЗ;;7133;;;;;;;0
TRUCK;КрАЗ;;7140;;;;;;;0
TRUCK;МАЗ;;200;;;;;;;0
TRUCK;МАЗ;;205;;;;;;;0
TRUCK;МАЗ;;236;;;;;;;0
TRUCK;МАЗ;;238;;;;;;;0
TRUCK;МАЗ;;4370;;;;;;;0
TRUCK;МАЗ;;4371;;;;;;;0
TRUCK;МАЗ;;4380;;;;;;;0
TRUCK;МАЗ;;4381;4381;;;;;;0
TRUCK;МАЗ;;4570;;;;;;;0
TRUCK;МАЗ;;4571;;;;;;;0
TRUCK;МАЗ;;4581;;;;;;;0
TRUCK;МАЗ;;4744;;;;;;;0
TRUCK;МАЗ;;47820;;;;;;;0
TRUCK;МАЗ;;500;;;;;;;0
TRUCK;МАЗ;;509;;;;;;;0
TRUCK;МАЗ;;509А;509А;;;;;;0
TRUCK;МАЗ;;5309;;;;;;;0
TRUCK;МАЗ;;5316;;;;;;;0
TRUCK;МАЗ;;5334;;;;;;;0
TRUCK;МАЗ;;5336;;;;;;;0
TRUCK;МАЗ;;5337;;;;;;;0
TRUCK;МАЗ;;5340;;;;;;;0
TRUCK;МАЗ;;5343;;;;;;;0
TRUCK;МАЗ;;5434;;;;;;;0
TRUCK;МАЗ;;5516;;;;;;;0
TRUCK;МАЗ;;5549;;;;;;;0
TRUCK;МАЗ;;5550;;;;;;;0
TRUCK;МАЗ;;5551;;;;;;;0
TRUCK;МАЗ;;5659;;;;;;;0
TRUCK;МАЗ;;5743;;;;;;;0
TRUCK;МАЗ;;6302;;;;;;;0
TRUCK;МАЗ;;6303;;;;;;;0
TRUCK;МАЗ;;6310;;;;;;;0
TRUCK;МАЗ;;6312;;;;;;;0
TRUCK;МАЗ;;6317;;;;;;;0
TRUCK;МАЗ;;6501;;;;;;;0
TRUCK;МАЗ;;6514;;;;;;;0
TRUCK;МАЗ;;6516;;;;;;;0
TRUCK;МАЗ;;6517;;;;;;;0
TRUCK;МАЗ;;6526;;;;;;;0
TRUCK;МАЗ-МАН;;630168;;;;;;;0
TRUCK;МАЗ-МАН;;630368;;;;;;;0
TRUCK;МАЗ-МАН;;6315;;;;;;;0
TRUCK;МАЗ-МАН;;6320;;;;;;;0
TRUCK;МАЗ-МАН;;6325;;;;;;;0
TRUCK;МАЗ-МАН;;651668;;;;;;;0
TRUCK;МАЗ-МАН;;730168;;;;;;;0
TRUCK;МАЗ-МАН;;730268;;;;;;;0
TRUCK;МАЗ-МАН;;750268;;;;;;;0
TRUCK;МАЗ-МАН;;7525;;;;;;;0
TRUCK;МАЗ-МАН;;7565;;;;;;;0
TRUCK;МЗКТ;;6515;;;;;;;0
TRUCK;МЗКТ;;65151;;;;;;;0
TRUCK;МЗКТ;;65158;;;;;;;0
TRUCK;МЗКТ;;6525;;;;;;;0
TRUCK;МЗКТ;;6527;;;;;;;0
TRUCK;МЗКТ;;700x;;;;;;;0
TRUCK;МЗКТ;;7501;;;;;;;0
TRUCK;МЗКТ;;7516;;;;;;;0
TRUCK;МЗКТ;;7908;;;;;;;0
TRUCK;МЗКТ;;7909;;;;;;;0
TRUCK;МЗКТ;;7919;;;;;;;0
TRUCK;МЗКТ;;7930;;;;;;;0
TRUCK;МЗКТ;;8006;;;;;;;0
TRUCK;МЗКТ;;8007;;;;;;;0
TRUCK;НефАЗ;;Автоцистерны;;;;;;;0
TRUCK;НефАЗ;;Топливозаправщики;;;;;;;0
TRUCK;Русич (КЗКТ);;6531;;;;;;;0
TRUCK;Тонар;Тонар;6528;;;;;;;0
TRUCK;Трэкол;;Кайман;;;;;;;0
TRUCK;Урал;УРАЛ;375;;;;;;;0
TRUCK;Урал;УРАЛ;4211;;;;;;;0
TRUCK;Урал;УРАЛ;4320;;;;;;;0
TRUCK;Урал;УРАЛ;43443;;;;;;;0
TRUCK;Урал;УРАЛ;4672B2-10;;;;;;;0
TRUCK;Урал;УРАЛ;5323;;;;;;;0
TRUCK;Урал;УРАЛ;5557;;;;;;;0
TRUCK;Урал;УРАЛ;583100;;;;;;;0
TRUCK;Урал;УРАЛ;6362;;;;;;;0
TRUCK;Урал;УРАЛ;6363;;;;;;;0
TRUCK;Урал;УРАЛ;6368;;;;;;;0
TRUCK;Урал;УРАЛ;6370;;;;;;;0
TRUCK;Урал;УРАЛ;6551;;;;;;;0
TRUCK;Урал;УРАЛ;6563;;;;;;;0
TRUCK;Урал;УРАЛ;Next;Некст;;;;;;0
TRUCK;Урал;УРАЛ;УралЗиС 355;;;;;;;0
TRUCK;ХАНТ;ХАНТ;8051B;;;;;;;0
TRUCK;ХАНТ;ХАНТ;8051S;;;;;;;0
TRUCK;ХАНТ;ХАНТ;8051T;;;;;;;0
TRUCK;ЯРОВИТ МОТОРС;;Gloros;Глорос;;;;;;0
BUS;AEC;аек;Routemaster;Рутмастер;;;;;;0
BUS;Ajokki;Айокки;Sisu;Сису;;;;;;0
BUS;Ajokki;Айокки;КамАЗ-53213;;;;;;;0
BUS;ANKAI;Анкай;A9;А9;;;;;;0
BUS;ANKAI;Анкай;GK15;ГК15;;;;;;0
BUS;ANKAI;Анкай;GK39;ГК39;;;;;;0
BUS;ANKAI;Анкай;K32;К32;;;;;;0
BUS;ANKAI;Анкай;K46;К46;;;;;;0
BUS;ANKAI;Анкай;K55;К55;;;;;;0
BUS;ANKAI;Анкай;K57;К57;;;;;;0
BUS;ANKAI;Анкай;K59;К59;;;;;;0
BUS;Asia;Азия;Combi;Комби;;;;;;0
BUS;Asia;Азия;Cosmos;Космос;;;;;;0
BUS;Asia;Азия;Granbird;Гранберд;;;;;;0
BUS;Autosan;Автосан;A0808T Gemini;А0808Т Гемини;;;;;;0
BUS;Autosan;Автосан;A0909L;А0909Л;;;;;;0
BUS;Autosan;Автосан;A10-12T Lider;А10-12Т Лидер;;;;;;0
BUS;Autosan;Автосан;A1010M;А1010М;;;;;;0
BUS;Autosan;Автосан;A1010T Lider;А1010Т Лидер;;;;;;0
BUS;Autosan;Автосан;A1112T Ramzes;А1112Т Рамзес;;;;;;0
BUS;Autosan;Автосан;Eurolider;Евролидер;;;;;;0
BUS;Autosan;Автосан;H7-10;Х7-10;;;;;;0
BUS;Autosan;Автосан;Sancity;Сансити;;;;;;0
BUS;Autosan;Автосан;Wetlina City;Ветлина Сити;;;;;;0
BUS;Ayats;Айятс;Atlantis;Атлантис;;;;;;0
BUS;Ayats;Айятс;Atlas 2;Атлас 2;;;;;;0
BUS;Ayats;Айятс;Bravo 1 City;Браво 1 Сити;;;;;;0
BUS;Ayats;Айятс;Bravo 1 R;Браво 1 Р;;;;;;0
BUS;Ayats;Айятс;Bravo 2;Браво 2;;;;;;0
BUS;Ayats;Айятс;Platinum;Платинум;;;;;;0
BUS;BAW;БАВ;Express;Экспресс;;;;;;0
BUS;BAW;БАВ;Street;Стрит;;;;;;0
BUS;Blue Bird;Блю Бёрд;B-Series;;;;;;;0
BUS;Blue Bird;Блю Бёрд;CSRE/CSFE;СиЭсЭрЕ;;;;;;0
BUS;Bova;Бова;Europa;Европа;;;;;;0
BUS;Bova;Бова;Futura;Футура;;;;;;0
BUS;Bova;Бова;Magiq;Мэджик;;;;;;0
BUS;Bristol;Бристоль;Lodekka;Лодекка;;;;;;0
BUS;Citroen;ситроен;Jumper;Джампер;;;;;;0
BUS;Cobus;Кобас;2700;;;;;;;0
BUS;Daewoo;Дэу;BH-090;БХ-090;;;;;;1
BUS;Daewoo;Дэу;BH-115;БХ-115;;;;;;1
BUS;Daewoo;Дэу;BH-116;БХ-116;;;;;;1
BUS;Daewoo;Дэу;BH-117;БХ-117;;;;;;1
BUS;Daewoo;Дэу;BH-120;БХ-120;;;;;;1
BUS;Daewoo;Дэу;BM;БМ;;;;;;1
BUS;Daewoo;Дэу;BS-106;БС-106;;;;;;1
BUS;Daewoo;Дэу;BX-212;БХ-212;;;;;;1
BUS;Daewoo;Дэу;FX 116;ФХ 116;;;;;;1
BUS;Daewoo;Дэу;Lestar;Лестар;;;;;;1
BUS;DAF;ДАФ;SB-series;СБ-Серия;;;;;;0
BUS;Dethleffs;Дефлефс;Premium Liner;;;;;;;0
BUS;DongFeng;ДонгФенг;6600;;;;;;;0
BUS;DongFeng;ДонгФенг;6720;;;;;;;0
BUS;DongFeng;ДонгФенг;6801;;;;;;;0
BUS;Drogmoller;Дрогмоллер;E-series;;;;;;;0
BUS;FAW;ФАВ;6602;;;;;;;0
BUS;Feniksbus;Фениксбас;FBI;ФБИ;;;;;;0
BUS;Fiat Professional;Фиат Профессионал;Ducato;Дукато;;;;;;0
BUS;Fleetwood RV;Флитвуд РВ;Discovery;Дискавери;;;;;;0
BUS;Fleetwood RV;Флитвуд РВ;Southwind;Саутвинд;;;;;;0
BUS;Ford;Форд;Transit;Транзит;;;;;;1
BUS;Foton;Фотон;AUV BJ6122;;;;;;;0
BUS;Foton;Фотон;AUV BJ6126;АУВ БЖ6126;;;;;;0
BUS;Foton;Фотон;AUV BJ6760;АУВ БЖ6760;;;;;;0
BUS;Foton;Фотон;Toano;Тоано;;;;;;0
BUS;Foxbus;Фоксбас;22501;22501;;;;;;0
BUS;Foxbus;Фоксбас;62411;62411;;;;;;0
BUS;Foxbus;Фоксбас;62411 Кабриолет;62411 Кабриолет;;;;;;0
BUS;Foxbus;Фоксбас;62412;62412;;;;;;0
BUS;Freightliner;Фрейтлайнер;FS-65;ФС-65;;;;;;0
BUS;Fuso (Mitsubishi);Фусо;Rosa;Роза;;;;;;1
BUS;Golden Dragon;Голден Дрэгон;Triumph;;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6102UE;ХМЛ6102УЕ;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6105;ХМЛ6105;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6125;ХМЛ6125;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6126;ХМЛ6126;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6127;ХМЛ6127;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6129E;ХМЛ6129Е;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6139;ХМЛ6139;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6145;ХМЛ6145;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6601C;ХМЛ601С;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6720C;ХМЛ6720С;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6796E;ХМЛ6796Е;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6840;ХМЛ6840;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6845;ХМЛ6845;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6896E;ХМЛ6896Е;;;;;;0
BUS;Golden Dragon;Голден Дрэгон;XML6957;ХМЛ6957;;;;;;0
BUS;Hengtong;Хенгтонг;CKZ6126HN4;СКЗ6126ХН4;;;;;;0
BUS;Higer;Хайгер;KLQ 6109;КЛКУ 6109;;;;;;0
BUS;Higer;Хайгер;KLQ 6118;КЛКУ 6118;;;;;;0
BUS;Higer;Хайгер;KLQ 6119;КЛКУ 6119;;;;;;0
BUS;Higer;Хайгер;KLQ 6122;КЛКУ 6122;;;;;;0
BUS;Higer;Хайгер;KLQ 6128;;;;;;;0
BUS;Higer;Хайгер;KLQ 6129;КЛКУ 6129;;;;;;0
BUS;Higer;Хайгер;KLQ 6720;КЛКУ 6720;;;;;;0
BUS;Higer;Хайгер;KLQ 6728;КЛКУ 6728;;;;;;0
BUS;Higer;Хайгер;KLQ 6826;КЛКУ 6826;;;;;;0
BUS;Higer;Хайгер;KLQ 6840;КЛКУ 6840;;;;;;0
BUS;Higer;Хайгер;KLQ 6885;КЛКУ 6885;;;;;;0
BUS;Higer;Хайгер;KLQ 6891;КЛКУ 6891;;;;;;0
BUS;Higer;Хайгер;KLQ 6928;КЛКУ 6928;;;;;;0
BUS;Hino;Хино;Melpha;Мельфа;;;;;;0
BUS;Hino;Хино;Rainbow;Рэйнбоу;;;;;;0
BUS;Hino;Хино;Selega;Селега;;;;;;0
BUS;Hyundai;хендэ;Aero City;Аэро Сити;;;;;;1
BUS;Hyundai;хендэ;Aero Express;Аэро Экспресс;;;;;;1
BUS;Hyundai;хендэ;Aero Queen;Аэро Квин;;;;;;1
BUS;Hyundai;хендэ;Aero Space;Аэро Спейс;;;;;;1
BUS;Hyundai;хендэ;Aero Town;Аэро Таун;;;;;;1
BUS;Hyundai;хендэ;Chorus;Хорус;;;;;;1
BUS;Hyundai;хендэ;County;Каунти;;;;;;1
BUS;Hyundai;хендэ;Real;;;;;;;1
BUS;Hyundai;хендэ;Universe;Юниверс;;;;;;1
BUS;Hyundai;хендэ;Богдан;;;;;;;1
BUS;Ikarbus;Икарбас;IK-103;ИК-103;;;;;;0
BUS;Ikarbus;Икарбас;IK-107;ИК-107;;;;;;0
BUS;Ikarbus;Икарбас;IK-112;ИК-112;;;;;;0
BUS;Ikarbus;Икарбас;IK-206;ИК-206;;;;;;0
BUS;Ikarbus;Икарбас;IK-218;ИК-218;;;;;;0
BUS;Ikarbus;Икарбас;IK-308;ИК-308;;;;;;0
BUS;Ikarbus;Икарбас;IK-312;ИК-312;;;;;;0
BUS;Ikarus;Икарус;211;;;;;;;0
BUS;Ikarus;Икарус;250;;;;;;;0
BUS;Ikarus;Икарус;255;;;;;;;0
BUS;Ikarus;Икарус;256;;;;;;;0
BUS;Ikarus;Икарус;260/263;;;;;;;0
BUS;Ikarus;Икарус;280/283;;;;;;;0
BUS;Ikarus;Икарус;350;;;;;;;0
BUS;Ikarus;Икарус;365;;;;;;;0
BUS;Ikarus;Икарус;386;;;;;;;0
BUS;Ikarus;Икарус;396;;;;;;;0
BUS;Ikarus;Икарус;415;;;;;;;0
BUS;Ikarus;Икарус;435;;;;;;;0
BUS;Ikarus;Икарус;543;;;;;;;0
BUS;Ikarus;Икарус;545;;;;;;;0
BUS;International;Интернэшнл;S-Series;;;;;;;0
BUS;Irisbus;Ирисбас;Agora;Агора;;;;;;0
BUS;Irisbus;Ирисбас;Ares;Арес;;;;;;0
BUS;Irisbus;Ирисбас;Arway;Арвэй;;;;;;0
BUS;Irisbus;Ирисбас;Citelis;Сайтлис;;;;;;0
BUS;Irisbus;Ирисбас;Crossway;Кроссвэй;;;;;;0
BUS;Irisbus;Ирисбас;Domino;Домино;;;;;;0
BUS;Irisbus;Ирисбас;Evadys;Эвадис;;;;;;0
BUS;Irisbus;Ирисбас;Iliade;Илиаде;;;;;;0
BUS;Irisbus;Ирисбас;Midway;Мидвэй;;;;;;0
BUS;Irisbus;Ирисбас;Midys;Мидис;;;;;;0
BUS;Irisbus;Ирисбас;Proxys;Проксис;;;;;;0
BUS;Irisbus;Ирисбас;Recreo;Рекрео;;;;;;0
BUS;Isuzu;Исузу;Citibus;Ситибас;;;;;;0
BUS;Isuzu;Исузу;Novo;Ново;;;;;;0
BUS;Isuzu;Исузу;Turkuaz;Туркуаз;;;;;;0
BUS;Isuzu;Исузу;Visigo;Висиго;;;;;;0
BUS;IVECO;Ивеко;Crossway;Кроссвэй;;;;;;0
BUS;IVECO;Ивеко;Daily;Даили;;;;;;0
BUS;IVECO;Ивеко;EuroRider;ЕвроРайдер;;;;;;0
BUS;IVECO;Ивеко;Magelys;Магелис;;;;;;0
BUS;IVECO;Ивеко;Magirus 160 R81;Магирус 160 Р81;;;;;;0
BUS;IVECO;Ивеко;Thesi;Фези;;;;;;0
BUS;JAC;Джак;HFC6830;ХФЦ6830;;;;;;0
BUS;JAC;Джак;HK6105;ХК6105;;;;;;0
BUS;JAC;Джак;HK6118;ХК6118;;;;;;0
BUS;JAC;Джак;HK6120;ХК6120;;;;;;0
BUS;JAC;Джак;HK6124;ХК6124;;;;;;0
BUS;JAC;Джак;HK6730;ХК6730;;;;;;0
BUS;JAC;Джак;HK6813;ХК6813;;;;;;0
BUS;JAC;Джак;HK6880;ХК6880;;;;;;0
BUS;Jelcz;Ельч;M11;М11;;;;;;0
BUS;Karosa;Кароса;B700 Series;Б700;;;;;;0
BUS;Karosa;Кароса;B900 Series;Б900;;;;;;0
BUS;Karosa;Кароса;C700 Series;С700 Серия;;;;;;0
BUS;Karosa;Кароса;C900 Series;С900 Серия;;;;;;0
BUS;Kia;Киа;Bongo;Бонго;;;;;;1
BUS;Kia;Киа;Combi;Комби;;;;;;1
BUS;Kia;Киа;Cosmos;Космос;;;;;;1
BUS;Kia;Киа;Granbird;Гранберд;;;;;;1
BUS;King Long;Кинг Лонг;XMQ6120C;Икс Эм Ку 6120Ц;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6121G;ХМКУ6121Г;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6127C;ХМКУ6127С;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6129Y;ХМКУ6129У;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6130Y;ХМКУ6130У;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6800;ХМКУ6800;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6820;ХМКУ6820;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6840G;ХМКУ6840Г;;;;;;0
BUS;King Long;Кинг Лонг;XMQ6900;ХМКУ6900;;;;;;0
BUS;LAG;лаг;EOS 100;ЕОС 100;;;;;;0
BUS;Lotos;Лотос;105;105;;;;;;0
BUS;Lotos;Лотос;206;206;;;;;;0
BUS;Lotos;Лотос;226;226;;;;;;0
BUS;MAN;Ман;A12;А12;;;;;;0
BUS;MAN;Ман;Lion\'s City;Лайонс Сити;;;;;;0
BUS;MAN;Ман;Lion\'s Coach;Лайонс Коач;;;;;;0
BUS;MAN;Ман;Lion\'s Intercity;Лайонс Интерсити;;;;;;0
BUS;MAN;Ман;Lion\'s Regio;Лайон Регио;;;;;;0
BUS;MAN;Ман;Lion\'s Star;Лайон Стар;;;;;;0
BUS;MAN;Ман;NG;НГ;;;;;;0
BUS;MAN;Ман;NL;HЛ;;;;;;0
BUS;MAN;Ман;SD;СД;;;;;;0
BUS;MAN;Ман;SL;СЛ;;;;;;0
BUS;MAN;Ман;SU;СУ;;;;;;0
BUS;MAN;Ман;UL;УЛ;;;;;;0
BUS;Marcopolo;Маркополо;Andare;Андаре;;;;;;0
BUS;Marcopolo;Маркополо;Bravis;Бравис;;;;;;0
BUS;Mercedes-Benz;Мерседес-бенц;Citaro;Цитаро;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Conecto;Конекто;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Integro;Интегро;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Intouro;Интуро;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;O 303;О 303;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;O 305;О 305;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;O 309;О 309;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;O 404;О 404;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;O 405;О 405;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Sprinter;Спринтер;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Sprinter Classic;Спринтер классик;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Tourismo;Туризмо;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Travego;Травего;;;;;;1
BUS;Mercedes-Benz;Мерседес-бенц;Vario;;;;;;;1
BUS;Mudan;мудан;MD6100;МД6100;;;;;;0
BUS;Mudan;мудан;MD6608;МД6608;;;;;;0
BUS;Mudan;мудан;MD6701;МД6701;;;;;;0
BUS;Mudan;мудан;MD6750;МД6750;;;;;;0
BUS;Neoplan;неоплан;Centroliner;Центролайнер;;;;;;0
BUS;Neoplan;неоплан;Cityliner;Ситилайнер;;;;;;0
BUS;Neoplan;неоплан;Euroliner;Евролайнер;;;;;;0
BUS;Neoplan;неоплан;Jetliner;Джетлайнер;;;;;;0
